seqno,type,city,countycode,name,address,number,localcallservice
239,連鎖型綠色商店,新北市,65000,7-11明峰門市,221新北市汐止區明峰街190號,F000973,02-27478711#3961
240,連鎖型綠色商店,新北市,65000,7-11明益門市,241新北市三重區忠孝路三段61號,F000985,02-27478711#3961
241,連鎖型綠色商店,新北市,65000,7-11明貴門市,243新北市泰山區明志路3段77號,F001033,02-27478711#3961
242,連鎖型綠色商店,新北市,65000,7-11明陽門市,220新北市板橋區新翠里陽明街251號,F001201,02-27478711#3961
243,連鎖型綠色商店,新北市,65000,7-11明園門市,221新北市汐止區汐萬路二段62巷1號1樓,F001519,02-27478711#3961
244,連鎖型綠色商店,新北市,65000,7-11昇庚門市,234新北市永和區永貞路182.184號,F001107,02-27478711#3961
245,連鎖型綠色商店,新北市,65000,7-11昇容門市,220新北市板橋區重慶路346巷8號,F001218,02-27478711#3961
246,連鎖型綠色商店,新北市,65000,7-11昇陽門市,234新北市永和區雙和里1鄰中和路417.419號,F001577,02-27478711#3961
247,連鎖型綠色商店,新北市,65000,7-11東明門市,238新北市樹林區保安街二段293-1號,F001086,02-27478711#3961
248,連鎖型綠色商店,新北市,65000,7-11東晴門市,221新北市汐止區新台五路2段80號,F001323,02-27478711#3961
249,連鎖型綠色商店,新北市,65000,7-11林宏門市,242新北市新莊區成功街1號,F001520,02-27478711#3961
250,連鎖型綠色商店,新北市,65000,7-11杰明門市,235新北市中和區泰和街48號,F001586,02-27478711#3961
251,連鎖型綠色商店,新北市,65000,7-11杰朋門市,220新北市板橋區龍泉街53號,F001457,02-27478711#3961
252,連鎖型綠色商店,新北市,65000,7-11板林門市,220新北市板橋區自強里中正路1巷18號,F001263,02-27478711#3961
253,連鎖型綠色商店,新北市,65000,7-11板信門市,220新北市板橋區信義路148號,F000572,02-27478711#3961
254,連鎖型綠色商店,新北市,65000,7-11板南門市,235新北市中和區板南路486號,F001195,02-27478711#3961
255,連鎖型綠色商店,新北市,65000,7-11板站北門市,220新北市板橋區文化路一段54號,F001144,02-27478711#3961
256,連鎖型綠色商店,新北市,65000,7-11板站東門市,220新北市板橋區文化路一段54號,F001621,02-27478711#3961
257,連鎖型綠色商店,新北市,65000,7-11板站門市,220新北市板橋區文化路一段54號,F001444,02-27478711#3961
258,連鎖型綠色商店,新北市,65000,7-11板勝門市,235新北市中和區連城路219巷4號,F001031,02-27478711#3961
259,連鎖型綠色商店,新北市,65000,7-11板聖門市,220新北市板橋區文化路二段472號,F000526,02-27478711#3961
260,連鎖型綠色商店,新北市,65000,7-11板慶門市,220新北市板橋區忠孝路40號,F000999,02-27478711#3961
261,連鎖型綠色商店,新北市,65000,7-11板權門市,220新北市板橋區民權路198-200號,F001376,02-27478711#3961
262,連鎖型綠色商店,新北市,65000,7-11松旺門市,235新北市中和區中山路三段108號,F000971,02-27478711#3961
263,連鎖型綠色商店,新北市,65000,7-11松林門市,220新北市板橋區江翠里松江街118號,F001258,02-27478711#3961
264,連鎖型綠色商店,新北市,65000,7-11欣聯門市,251新北市淡水區淡金路一段166號,F000931,02-27478711#3961
265,連鎖型綠色商店,新北市,65000,7-11武仁門市,243新北市泰山區仁愛路100巷28、30號,F001012,02-27478711#3961
266,連鎖型綠色商店,新北市,65000,7-11武江門市,220新北市板橋區光武街2巷2號,F001172,02-27478711#3961
267,連鎖型綠色商店,新北市,65000,7-11武林門市,238新北市樹林區光華街2.4號,F001543,02-27478711#3961
268,連鎖型綠色商店,新北市,65000,7-11武強門市,251新北市淡水區自強路152號,F000937,02-27478711#3961
269,連鎖型綠色商店,新北市,65000,7-11泳豐門市,236新北市土城區永豐路264之1號,F001223,02-27478711#3961
270,連鎖型綠色商店,新北市,65000,7-11矽功門市,221新北市汐止區大同路1段284號,F001013,02-27478711#3961
271,連鎖型綠色商店,新北市,65000,7-11社后門市,221新北市汐止區中興里中興路190號,F001638,02-27478711#3961
272,連鎖型綠色商店,新北市,65000,7-11股興門市,248新北市五股區中興路一段3號,F000972,02-27478711#3961
273,連鎖型綠色商店,新北市,65000,7-11芳榮門市,237新北市三峽區中正路536.538號,F001423,02-27478711#3961
274,連鎖型綠色商店,新北市,65000,7-11花旗門市,242新北市新莊區中港路132巷26號,F000529,02-27478711#3961
275,連鎖型綠色商店,新北市,65000,7-11采旺門市,242新北市新莊區天祥街74號,F001027,02-27478711#3961
276,連鎖型綠色商店,新北市,65000,7-11采鋺門市,244新北市林口區文化三路一段368號,F001325,02-27478711#3961
277,連鎖型綠色商店,新北市,65000,7-11金中門市,208新北市金山鄉中山路305.307號,F001016,02-27478711#3961
278,連鎖型綠色商店,新北市,65000,7-11金旦門市,251新北市淡水區淡金路三段254.256號,F001126,02-27478711#3961
279,連鎖型綠色商店,新北市,65000,7-11金全門市,208新北市金山鄉清水路52號,F000963,02-27478711#3961
280,連鎖型綠色商店,新北市,65000,7-11金沙門市,251新北市淡水區沙崙路133號.,F001149,02-27478711#3961
281,連鎖型綠色商店,新北市,65000,7-11金林門市,220新北市板橋區金門街303.305號,F001291,02-27478711#3961
282,連鎖型綠色商店,新北市,65000,7-11金芝門市,252新北市三芝區中興街一段2號,F000929,02-27478711#3961
283,連鎖型綠色商店,新北市,65000,7-11金城門市,236新北市土城區金城路3段71號,F001073,02-27478711#3961
284,連鎖型綠色商店,新北市,65000,7-11金星門市,251新北市淡水區北新路65號,F001329,02-27478711#3961
285,連鎖型綠色商店,新北市,65000,7-11金紅門市,251新北市淡水區淡金路3段2號,F001003,02-27478711#3961
286,連鎖型綠色商店,新北市,65000,7-11金峰門市,236新北市土城區明峰街9.11號,F001305,02-27478711#3961
287,連鎖型綠色商店,新北市,65000,7-11金座門市,242新北市新莊區思源路123號,F001392,02-27478711#3961
288,連鎖型綠色商店,新北市,65000,7-11金崙門市,251新北市淡水區沙崙路26-28號,F001666,02-27478711#3961
289,連鎖型綠色商店,新北市,65000,7-11金強門市,208新北市金山鄉自強路18-2號,F001563,02-27478711#3961
290,連鎖型綠色商店,新北市,65000,7-11金祥門市,208新北市金山鄉中正路145號,F001128,02-27478711#3961
291,連鎖型綠色商店,新北市,65000,7-11金園門市,220新北市板橋區金門街175號,F001635,02-27478711#3961
292,連鎖型綠色商店,新北市,65000,7-11金源門市,236新北市土城區水源街59號,F001259,02-27478711#3961
293,連鎖型綠色商店,新北市,65000,7-11金裕門市,236新北市土城區柑林里8鄰裕民路257之1號,F000983,02-27478711#3961
294,連鎖型綠色商店,新北市,65000,7-11金銘門市,237新北市三峽區介壽路一段27號,F000964,02-27478711#3961
295,連鎖型綠色商店,新北市,65000,7-11金億門市,239新北市鶯歌區建國路278號,F001629,02-27478711#3961
296,連鎖型綠色商店,新北市,65000,7-11金寶門市,251新北市淡水區中正路169號,F001123,02-27478711#3961
297,連鎖型綠色商店,新北市,65000,7-11金鶯門市,238新北市鶯歌區鶯桃路131-133號,F001396,02-27478711#3961
298,連鎖型綠色商店,新北市,65000,7-11長元門市,241新北市三重區長元街2-2號,F001490,02-27478711#3961
299,連鎖型綠色商店,新北市,65000,7-11長江門市,220新北市板橋區長江路2段280號之1,F001159,02-27478711#3961
300,連鎖型綠色商店,新北市,65000,7-11長坑門市,249新北市八里區中華路3段168號,F001156,02-27478711#3961
301,連鎖型綠色商店,新北市,65000,7-11長坤門市,244新北市林口區文化一路一段52號,F001592,02-27478711#3961
302,連鎖型綠色商店,新北市,65000,7-11長虹門市,239新北市鶯歌區鶯桃路412號一樓,F001121,02-27478711#3961
303,連鎖型綠色商店,新北市,65000,7-11長泰門市,241新北市三重區介壽路1號,F000472,02-27478711#3961
304,連鎖型綠色商店,新北市,65000,7-11長揚門市,241新北市三重區三和路二段6號之2,F001434,02-27478711#3961
305,連鎖型綠色商店,新北市,65000,7-11長壽門市,241新北市三重區正義北路159號,F001170,02-27478711#3961
306,連鎖型綠色商店,新北市,65000,7-11長樂門市,247新北市蘆洲區長安街269號,F000491,02-27478711#3961
307,連鎖型綠色商店,新北市,65000,7-11青雲門市,236新北市土城區青雲路499.501號,F001435,02-27478711#3961
308,連鎖型綠色商店,新北市,65000,7-11青潭門市,231新北市新店區北宜路一段41-1號,F001412,02-27478711#3961
309,連鎖型綠色商店,新北市,65000,7-11青蘋果門市,220新北市板橋區中山路2段531巷17弄20號,F000928,02-27478711#3961
310,連鎖型綠色商店,新北市,65000,7-11信利門市,236新北市土城區興城路96巷4號,F001264,02-27478711#3961
311,連鎖型綠色商店,新北市,65000,7-11保平門市,234新北市永和區保平路135號,F001587,02-27478711#3961
312,連鎖型綠色商店,新北市,65000,7-11保生門市,234新北市永和區保安里保生路1號.,F000508,02-27478711#3961
313,連鎖型綠色商店,新北市,65000,7-11保順門市,234新北市永和區保順路39號、保順路37巷2號,F001286,02-27478711#3961
314,連鎖型綠色商店,新北市,65000,7-11保騰門市,234新北市永和區信義路16號,F001020,02-27478711#3961
315,連鎖型綠色商店,新北市,65000,7-11保鑽門市,234新北市永和區潭墘里安樂路138.140號,F001614,02-27478711#3961
316,連鎖型綠色商店,新北市,65000,7-11俊安門市,238新北市樹林區俊英街162-162-1號,F001029,02-27478711#3961
317,連鎖型綠色商店,新北市,65000,7-11俊興門市,238新北市樹林區圳安里19鄰俊興街232號,F001581,02-27478711#3961
318,連鎖型綠色商店,新北市,65000,7-11俊龍門市,238新北市樹林區三俊街96號1樓,F001097,02-27478711#3961
319,連鎖型綠色商店,新北市,65000,7-11冠冠門市,231新北市新店區北新路1段231號,F001301,02-27478711#3961
320,連鎖型綠色商店,新北市,65000,7-11冠綸門市,237新北市三峽區中華路46.46-1號,F001206,02-27478711#3961
321,連鎖型綠色商店,新北市,65000,7-11冠德門市,235新北市中和區景平路71-5號,F001547,02-27478711#3961
322,連鎖型綠色商店,新北市,65000,7-11前進門市,247新北市蘆洲區光華路22巷57號,F000954,02-27478711#3961
323,連鎖型綠色商店,新北市,65000,7-11前瞻門市,241新北市三重區中山路375號,F001186,02-27478711#3961
324,連鎖型綠色商店,新北市,65000,7-11南天母門市,236新北市土城區南天母路8.10號,F001599,02-27478711#3961
325,連鎖型綠色商店,新北市,65000,7-11南谷門市,235新北市中和區中和路257號,F000991,02-27478711#3961
326,連鎖型綠色商店,新北市,65000,7-11南亞三門市,243新北市泰山區南林路98號8樓,F001147,02-27478711#3961
327,連鎖型綠色商店,新北市,65000,7-11南強門市,231新北市新店區中興路3段156號,F001089,02-27478711#3961
328,連鎖型綠色商店,新北市,65000,7-11南雅門市,220新北市板橋區新興里南雅南路一段8號1樓.,F001603,02-27478711#3961
329,連鎖型綠色商店,新北市,65000,7-11南勢角門市,235新北市中和區興南路1段55號,F001480,02-27478711#3961
330,連鎖型綠色商店,新北市,65000,7-11品嘉門市,242新北市新莊區新樹路69號之6,F001187,02-27478711#3961
331,連鎖型綠色商店,新北市,65000,7-11城運門市,236新北市土城區承天路10號,F001495,02-27478711#3961
332,連鎖型綠色商店,新北市,65000,7-11奕真門市,243新北市泰山區明志路二段187號,F001045,02-27478711#3961
333,連鎖型綠色商店,新北市,65000,7-11建一門市,235新北市中和區健康路101號,F001183,02-27478711#3961
334,連鎖型綠色商店,新北市,65000,7-11建中門市,242新北市新莊區建興街42號,F000938,02-27478711#3961
335,連鎖型綠色商店,新北市,65000,7-11建六門市,235新北市中和區建六路62號,F001133,02-27478711#3961
336,連鎖型綠色商店,新北市,65000,7-11建宗門市,220新北市板橋區溪福里篤行路3段玉平巷76弄8號及10號,F001610,02-27478711#3961
337,連鎖型綠色商店,新北市,65000,7-11建茗門市,220新北市板橋區四川路一段104號,F001114,02-27478711#3961
338,連鎖型綠色商店,新北市,65000,7-11建國門市,231新北市新店區中正路236號,F000558,02-27478711#3961
339,連鎖型綠色商店,新北市,65000,7-11建陽門市,221新北市汐止區南陽街105-107號,F001143,02-27478711#3961
340,連鎖型綠色商店,新北市,65000,7-11建德門市,221新北市汐止區福德一路394號,F000923,02-27478711#3961
341,連鎖型綠色商店,新北市,65000,7-11後港門市,242新北市新莊區後港一路78號,F000551,02-27478711#3961
342,連鎖型綠色商店,新北市,65000,7-11思源門市,242新北市新莊區幸福路40.42號,F001384,02-27478711#3961
343,連鎖型綠色商店,新北市,65000,7-11春吉門市,235新北市中和區建一路148號,F001252,02-27478711#3961
344,連鎖型綠色商店,新北市,65000,7-11春福門市,234新北市永和區光明里14鄰福和路196號,F001505,02-27478711#3961
345,連鎖型綠色商店,新北市,65000,7-11柏園門市,238新北市樹林區柑園街二段119.121號1樓,F001292,02-27478711#3961
346,連鎖型綠色商店,新北市,65000,7-11界和門市,234新北市永和區中和路331.333號,F001019,02-27478711#3961
347,連鎖型綠色商店,新北市,65000,7-11皇后門市,251新北市淡水區新春街87號,F001281,02-27478711#3961
348,連鎖型綠色商店,新北市,65000,7-11皇翔門市,236新北市土城區中央路一段92.94號,F000986,02-27478711#3961
349,連鎖型綠色商店,新北市,65000,7-11皇裕門市,236新北市土城區裕民路114巷16號1樓,F001501,02-27478711#3961
350,連鎖型綠色商店,新北市,65000,7-11秋閔門市,235新北市中和區橋和路288.290號,F001266,02-27478711#3961
351,連鎖型綠色商店,新北市,65000,7-11秋雅門市,220新北市板橋區南雅南路二段144巷16號,F001483,02-27478711#3961
352,連鎖型綠色商店,新北市,65000,7-11美吉門市,241新北市三重區光明里8鄰重安街81號1樓,F001387,02-27478711#3961
353,連鎖型綠色商店,新北市,65000,7-11美雅仕門市,244新北市林口區文化二路一段260巷2號,F001171,02-27478711#3961
354,連鎖型綠色商店,新北市,65000,7-11美慈門市,241新北市三重區慈愛街52號,F001474,02-27478711#3961
355,連鎖型綠色商店,新北市,65000,7-11美新門市,242新北市新莊區中港路264號1F,F001630,02-27478711#3961
356,連鎖型綠色商店,新北市,65000,7-11美禎門市,247新北市蘆洲區復興路322號,F000943,02-27478711#3961
357,連鎖型綠色商店,新北市,65000,7-11致理門市,220新北市板橋區陽明街23巷29號1樓,F001290,02-27478711#3961
358,連鎖型綠色商店,新北市,65000,7-11茄苳門市,221新北市汐止區茄苳路42號,F001065,02-27478711#3961
359,連鎖型綠色商店,新北市,65000,7-11茂源門市,242新北市新莊區思源路40-1號,F000959,02-27478711#3961
